Store  ,Format Desc  ,Region ,"Total Sales (Sales Inc VAT, Inc DI)",Completed Order Count,Avg Basket Size (Prod Sales),AIP,IPO,Distinct Customers,Frequency,Avg E2E: total delivery time,DOT% (60 mins),Pick availability (pre-sub),Avg E2E: dispatched to arrived at customer,Avg E2E: pick end to dispatched,Avg E2E: pick trip time,Avg E2E: time at customer door,Avg E2E: time to respond to pick
6118 Richmond Kew Rd Express,Convenience London,SOUTH EAST,"£1,880",62,£27.27,£2.59,10.5,44,1.4,27,95.20%,98.40%,5,13,4,1,4
6119 Selly Oak Bristol Rd Esso Express,Convenience Central,MIDLANDS,"£4,164",116,£32.80,£2.56,12.8,81,1.4,30.2,94.90%,97.90%,9,15,4,1,2
6124 Reading Market Place Express,Convenience South,SOUTH EAST,£997,41,£21.21,£2.06,10.3,30,1.4,35.6,87.50%,97.70%,7,20,4,2,2
6125 Baildon Express,Convenience North,NORTH EAST,"£2,173",69,£28.45,£3.34,8.5,53,1.3,22.9,100.00%,99.80%,6,9,2,2,3
6126 Ipswich Nacton Rd Express,Convenience Central,EAST ANGLIA,"£3,784",116,£29.64,£2.33,12.7,79,1.5,25.7,96.60%,98.90%,5,14,3,2,2
6127 Kettering London Rd Express,Convenience Central,MIDLANDS,"£5,977",186,£29.01,£2.52,11.5,132,1.4,29,95.70%,99.40%,6,14,4,2,3
6129 Leyland Express,Convenience North,NORTH WEST,"£10,776",317,£30.98,£2.87,10.8,214,1.5,31,97.20%,99.10%,8,13,4,2,4
6131 Old Stevenage Express,Convenience Central,SOUTH EAST,"£15,873",519,£27.50,£2.59,10.6,380,1.4,25.5,97.90%,98.20%,7,9,3,2,3
6132 Bristol Axbridge Rd Express,Convenience South,SOUTH CENTRAL,"£13,862",430,£29.13,£2.47,11.8,313,1.4,23.9,98.40%,99.20%,7,9,4,1,2
6133 Battersea Park Express,Convenience London,GREATER LONDON,"£5,190",146,£32.54,£2.77,11.7,97,1.5,26.2,96.60%,98.90%,5,11,4,2,4
6137 Luton Bishopscote Express,Convenience Central,SOUTH EAST,"£1,335",44,£27.15,£2.46,11,30,1.5,23.1,100.00%,98.50%,5,11,5,2,1
6138 Canons Express,Convenience South,SOUTH CENTRAL,£732,25,£26.24,£2.25,11.6,19,1.3,29.3,96.00%,97.60%,6,16,4,2,2
6141 Great Barr Express,Convenience Central,MIDLANDS,"£3,999",113,£32.30,£2.57,12.5,85,1.3,22.9,100.00%,98.70%,6,7,4,2,4
6142 Hayes Uxbridge Rd Express,Convenience London,SOUTH EAST,"£4,539",152,£26.76,£2.61,10.2,106,1.4,26.1,95.40%,99.50%,7,13,3,1,2
6144 Harrow Apollo Express,Convenience London,SOUTH EAST,"£1,823",55,£30.10,£2.74,11,38,1.4,21.4,98.20%,99.00%,4,10,4,1,2
6145 Dundee Hawkhill Express,Convenience North,EAST SCOTLAND,"£9,042",232,£35.90,£2.82,12.7,191,1.2,39,86.70%,99.10%,8,22,3,2,4
6148 Southampton High St Express,Convenience South,SOUTH CENTRAL,£624,23,£24.18,£2.23,10.8,16,1.4,35.1,91.30%,97.70%,5,10,5,1,14
6150 East Rd Shoreditch Express,Convenience London,GREATER LONDON,"£1,644",44,£34.38,£2.65,13,29,1.5,23.9,100.00%,98.80%,4,13,3,2,2
6151 Napiershall Express,Convenience North,WEST SCOTLAND,"£3,846",106,£33.33,£2.90,11.5,69,1.5,45.7,76.70%,98.20%,9,27,5,2,3
6152 South Lambeth Express,Convenience London,GREATER LONDON,"£2,234",71,£28.38,£2.47,11.5,52,1.4,39.2,78.90%,99.60%,6,25,4,2,2
6153 Sheffield Birley Rd Express,Convenience North,NORTH EAST,"£3,888",101,£35.36,£2.90,12.2,79,1.3,28.3,97.00%,98.50%,8,14,4,1,2
6156 Kingston Thames Express,Convenience London,SOUTH EAST,"£4,372",128,£31.18,£2.87,10.9,99,1.3,32.6,88.30%,96.10%,7,17,4,1,3
6157 Dundee Strathmartine Road Express,Convenience North,EAST SCOTLAND,"£14,087",412,£31.12,£2.53,12.3,319,1.3,32.7,94.90%,97.30%,8,14,4,2,3
6158 Queen Express,Convenience North,WEST SCOTLAND,"£9,405",266,£32.44,£2.75,11.8,194,1.4,42.2,84.00%,99.00%,11,20,5,2,5
6159 Northampton St Edmunds Express,Convenience Central,MIDLANDS,"£4,801",152,£28.48,£2.50,11.4,97,1.6,24,99.40%,99.60%,7,9,3,3,2
6162 Leyton High Rd Express,Convenience London,GREATER LONDON,"£3,034",103,£26.19,£2.64,9.9,72,1.4,27.1,94.20%,98.90%,5,14,4,1,3
6164 Glasgow St Enoch Express,Convenience North,WEST SCOTLAND,"£1,128",36,£28.70,£2.87,10,29,1.2,60.3,57.60%,99.50%,10,29,6,2,13
6165 Guildford Bridge Express,Convenience South,SOUTH EAST,"£4,694",144,£29.47,£2.63,11.2,110,1.3,34.2,90.90%,99.30%,7,19,3,3,1
6166 Coulsdon Express,Convenience London,SOUTH EAST,"£15,055",442,£31.04,£2.62,11.8,328,1.3,26.4,98.40%,98.90%,7,10,4,2,4
6167 Oxford St Aldates Express,Convenience Central,SOUTH CENTRAL,£519,19,£24.40,£2.74,8.9,18,1.1,28.6,94.40%,100.00%,9,11,2,1,6
6168 Percy St Express,Convenience North,NORTH EAST,£680,26,£23.32,£2.20,10.6,21,1.2,34.7,92.00%,97.90%,11,17,3,1,3
6169 North St Express,Convenience North,WEST SCOTLAND,£733,22,£30.62,£2.64,11.6,17,1.3,38.8,80.00%,99.50%,6,24,4,2,3
6170 Hayes Station Rd Express,Convenience London,SOUTH EAST,£915,36,£22.20,£2.44,9.1,25,1.4,27.3,94.60%,99.20%,6,13,5,2,1
6171 Paisley Rd Express,Convenience North,WEST SCOTLAND,"£2,577",71,£33.29,£2.77,12,57,1.2,29.5,94.30%,98.70%,6,13,5,4,3
6172 Tower Bridge Express,Convenience London,GREATER LONDON,"£1,831",63,£26.03,£2.43,10.7,48,1.3,24.3,100.00%,98.10%,6,12,3,2,1
6173 Swansea Langdon Rd Express,Convenience South,WALES,"£1,989",68,£26.15,£2.53,10.3,49,1.4,35.3,86.80%,99.30%,6,24,3,1,2
6174 Twickenham Express,Convenience London,SOUTH EAST,"£3,081",100,£27.83,£2.60,10.7,55,1.8,23.4,95.00%,99.30%,5,11,3,1,3
6176 Exwick Express,Convenience South,SOUTH WEST,"£4,812",156,£27.77,£2.51,11.1,114,1.4,29.9,94.30%,98.70%,6,15,4,1,4
6179 St Edmunds Cornhill Express,Convenience Central,EAST ANGLIA,"£8,327",271,£27.75,£2.67,10.4,188,1.4,50,70.50%,98.30%,7,34,3,2,4
6183 Fountainbridge Express,Convenience North,EAST SCOTLAND,"£1,385",39,£32.71,£2.68,12.2,27,1.4,52,65.90%,98.70%,7,38,4,1,2
6186 Wembley Quadrant Express,Convenience London,SOUTH EAST,"£4,810",154,£28.18,£2.55,11.1,129,1.2,32.4,92.10%,98.00%,9,15,4,1,4
6187 Caledonian Rd Express,Convenience London,GREATER LONDON,"£3,281",98,£30.48,£2.47,12.4,72,1.4,27.6,94.90%,98.30%,5,14,4,2,2
6189 North End Portsmouth Express,Convenience South,SOUTH CENTRAL,"£3,468",118,£26.34,£2.54,10.4,74,1.6,20.7,98.30%,98.30%,4,9,4,2,2
6190 Morley Elland Rd Express,Convenience North,NORTH EAST,"£3,811",126,£27.29,£2.69,10.1,90,1.4,33.6,93.50%,97.00%,8,19,3,1,2
6194 Cheltnhm Rd Bristol Express,Convenience South,SOUTH CENTRAL,"£2,340",74,£28.72,£2.36,12.2,59,1.3,27.3,98.60%,98.90%,7,14,4,1,2
6195 Leicester Bede Island Express,Convenience Central,MIDLANDS,£966,32,£27.14,£2.26,12,29,1.1,19.5,100.00%,98.10%,6,6,4,1,2
6200 Norwich Dereham Express,Convenience Central,EAST ANGLIA,"£4,299",132,£29.53,£2.58,11.5,95,1.4,27.1,97.00%,98.30%,5,14,3,2,2
6201 Bounds Green Rd Express,Convenience London,GREATER LONDON,"£5,125",160,£29.05,£2.50,11.6,128,1.3,28.6,96.80%,97.10%,6,15,4,1,2
6203 Wishaw Coltnes Rd Express,Convenience North,WEST SCOTLAND,"£10,545",297,£32.44,£2.54,12.7,211,1.4,31.2,96.70%,99.30%,7,15,5,2,3
6205 Nottingham Oakdale Express,Convenience Central,MIDLANDS,"£10,823",334,£29.32,£2.89,10.1,220,1.5,24.3,99.40%,99.30%,7,9,3,2,3
6206 Clacton-on-sea Express,Convenience Central,SOUTH EAST,"£15,403",486,£28.62,£2.48,11.5,321,1.5,27.6,95.10%,98.90%,5,15,4,2,2
6207 St Albans Express,Convenience Central,SOUTH EAST,"£5,199",143,£33.30,£2.53,13.2,97,1.5,32.8,95.10%,99.90%,7,14,3,3,5
6211 Myrtle St Liverpool Express,Convenience North,NORTH WEST,"£6,577",216,£27.41,£2.50,11,168,1.3,35.5,92.20%,96.70%,10,15,5,1,4
6212 Stratford Express,Convenience London,GREATER LONDON,"£1,474",51,£25.82,£2.29,11.3,41,1.2,19.9,100.00%,96.40%,6,8,4,1,1
6214 London Road Southampton Express,Convenience South,SOUTH CENTRAL,"£2,031",68,£26.90,£2.52,10.7,46,1.5,28.8,92.90%,98.40%,6,13,4,2,4
6215 Askew Rd Shepherds Bush Express,Convenience London,GREATER LONDON,"£4,422",144,£27.64,£2.56,10.8,108,1.3,30.2,91.80%,98.10%,7,18,3,2,1
6216 Caerleon Rd Newport Express,Convenience South,WALES,"£6,624",214,£27.87,£2.54,11,161,1.3,31.7,95.30%,99.70%,8,16,3,2,3
6217 Southend Rd Grays Express,Convenience Central,SOUTH EAST,"£6,723",229,£26.27,£2.42,10.8,154,1.5,25.7,98.30%,98.20%,5,13,4,1,2
6218 Pencoed Express,Convenience South,WALES,"£5,450",148,£33.82,£2.76,12.3,104,1.4,41.3,82.40%,99.20%,9,23,4,2,3
6220 Hereson Rd Ramsgate Express,Convenience South,SOUTH EAST,"£6,786",203,£30.37,£2.86,10.6,146,1.4,27.2,97.10%,99.50%,5,13,3,2,3
6223 Syston Leicester Superstore,Large Central,MIDLANDS,"£2,829",75,£34.69,£2.68,13,53,1.4,23,98.70%,99.10%,5,8,5,2,2
6224 Beckenham Express,Convenience London,SOUTH EAST,"£5,029",150,£30.54,£2.70,11.3,102,1.5,22.7,98.00%,99.10%,5,11,4,1,2
6230 Hackney Dalston Ln Express,Convenience London,GREATER LONDON,"£8,938",291,£27.63,£2.39,11.6,188,1.5,36.3,88.50%,98.80%,8,20,4,2,3
6231 Kennington Park Rd Express,Convenience London,GREATER LONDON,"£2,045",64,£28.77,£2.37,12.2,50,1.3,29.5,92.20%,98.50%,5,15,4,2,3
6232 Chorlton-cum-hardy Express,Convenience North,NORTH WEST,"£3,560",108,£30.02,£2.77,10.9,72,1.5,29.9,97.20%,97.70%,7,16,4,1,2
6233 St Pauls St Leeds Express,Convenience North,NORTH EAST,"£1,049",39,£23.90,£2.40,10,29,1.3,29.2,97.40%,98.90%,7,16,3,2,1
6234 Chingford Express,Convenience London,GREATER LONDON,"£7,523",235,£28.99,£2.76,10.5,164,1.4,26.6,97.10%,98.30%,6,12,4,1,3
6235 Butts Rd Express,Convenience London,SOUTH EAST,"£5,045",164,£27.70,£2.80,9.9,116,1.4,22.9,97.00%,97.60%,6,11,4,1,2
6236 Queens Rd Cheltenham Express,Convenience Central,SOUTH CENTRAL,"£11,101",330,£30.62,£2.71,11.3,232,1.4,33.6,91.80%,99.10%,7,18,3,2,2
6239 Streatham Crown Express,Convenience London,GREATER LONDON,"£5,638",176,£29.13,£2.74,10.6,121,1.5,26.5,95.40%,97.60%,6,10,5,1,4
6242 Westbourne Poole Express,Convenience South,SOUTH CENTRAL,"£4,895",155,£28.55,£2.47,11.6,110,1.4,25.6,96.80%,99.10%,6,13,4,1,2
6243 Middleton Langley Express,Convenience North,NORTH WEST,"£12,710",432,£26.43,£2.62,10.1,301,1.4,28,97.70%,98.00%,7,11,4,1,5
6244 Lea Bridge Rd Express,Convenience London,GREATER LONDON,"£2,113",73,£25.73,£2.90,8.9,49,1.5,22.2,100.00%,98.40%,5,11,3,1,2
6245 Briton Ferry Express,Convenience South,WALES,"£7,933",223,£32.62,£2.58,12.6,152,1.5,39.8,87.90%,98.70%,8,23,4,2,3
6246 Melksham Express,Convenience South,SOUTH CENTRAL,"£1,400",55,£22.08,£2.83,7.8,36,1.5,46.1,68.50%,98.70%,7,33,3,2,1
6248 Old St Hackney Express,Convenience London,GREATER LONDON,"£1,115",37,£27.17,£2.46,11.1,27,1.4,22.1,100.00%,99.70%,2,11,3,4,2
6251 Bideford Superstore,Large South,SOUTH WEST,"£3,082",82,£34.67,£3.07,11.3,53,1.5,51.1,69.30%,97.10%,8,27,8,2,6
6255 Fareham Superstore,Large South,SOUTH CENTRAL,"£5,793",138,£39.00,£2.58,15.1,107,1.3,48.1,80.00%,97.80%,9,22,11,2,4
6256 Fulham Sherbrooke Rd Express,Convenience London,GREATER LONDON,"£1,427",46,£28.04,£2.95,9.5,30,1.5,21.5,100.00%,96.40%,3,8,4,1,5
6257 Millbrae Rd Express,Convenience North,WEST SCOTLAND,"£2,424",63,£35.42,£2.75,12.9,50,1.3,35.7,87.30%,97.30%,6,20,5,1,3
6258 Cheadle Stockport Rd Express,Convenience North,MIDLANDS,"£6,406",182,£32.12,£2.66,12.1,140,1.3,31.7,94.60%,98.80%,9,15,3,1,3
6260 Margate Canterbury Rd Express,Convenience South,SOUTH EAST,"£18,418",529,£31.73,£2.62,12.1,370,1.4,30.4,95.80%,99.40%,7,14,4,2,3
6262 Maidenhead Bath Rd Express,Convenience South,SOUTH EAST,"£7,924",205,£35.57,£2.71,13.1,158,1.3,24.3,99.50%,99.00%,6,9,3,2,3
6275 Belmont Rd Belfast Express,NI Convenience,NORTHERN IRELAND,"£9,026",234,£35.44,£2.86,12.4,158,1.5,26.2,99.20%,99.20%,9,11,3,1,2
6276 Rugby Cattlemarket Express,Convenience Central,MIDLANDS,"£4,545",136,£30.43,£2.85,10.7,99,1.4,22.8,99.30%,99.90%,6,11,2,2,1
6277 Chesterfield Derby Rd Express,Convenience North,MIDLANDS,"£8,712",249,£31.90,£2.59,12.3,179,1.4,36.1,91.90%,98.80%,9,19,4,2,2
6278 Lower Clapton Rd Express,Convenience London,GREATER LONDON,"£6,211",214,£25.93,£2.54,10.2,154,1.4,23.5,99.10%,99.00%,5,9,3,3,3
6280 Allerton Rd Liverpool Express,Convenience North,NORTH WEST,"£2,780",90,£28.04,£2.30,12.2,72,1.3,30.9,95.30%,98.80%,7,16,4,1,2
6282 Northwich Chester Rd Express,Convenience Central,MIDLANDS,"£8,120",242,£30.43,£2.91,10.5,154,1.6,31.8,93.00%,98.70%,7,18,3,2,2
6289 South Plaza Isle Of Dogs Express,Convenience London,GREATER LONDON,£551,23,£20.83,£2.20,9.5,18,1.3,29.2,100.00%,100.00%,4,14,4,6,1
6291 Camberwell Express,Convenience London,GREATER LONDON,"£3,398",113,£27.08,£2.52,10.8,76,1.5,31.4,94.70%,98.50%,8,16,4,2,3
6292 Oxford Magdalen St Express,Convenience Central,SOUTH CENTRAL,"£3,117",83,£34.67,£2.42,14.3,70,1.2,38,90.20%,98.70%,11,14,8,1,3
6299 West Heath Birmingham Express,Convenience Central,MIDLANDS,"£9,249",309,£26.85,£2.74,9.8,178,1.7,22.5,99.40%,97.50%,6,9,4,1,3
6300 Welford House Leicester Express,Convenience Central,MIDLANDS,"£1,184",21,£53.37,£3.40,15.7,17,1.2,18.2,100.00%,99.20%,4,8,3,1,2
6305 Birmingham Hockley Express,Convenience Central,MIDLANDS,"£1,829",53,£31.46,£2.48,12.7,44,1.2,28.8,94.70%,99.60%,7,13,4,2,3
6312 Clytha Park Newport Express,Convenience South,WALES,"£6,963",229,£27.26,£2.71,10.1,158,1.4,31.6,95.20%,98.80%,8,14,4,2,4
6313 London Road Gloucester Express,Convenience Central,SOUTH CENTRAL,"£2,553",71,£33.01,£2.62,12.6,50,1.4,27.8,97.20%,98.50%,6,12,5,3,3
6314 Sisters Rd Express,Convenience London,GREATER LONDON,£717,23,£28.18,£2.48,11.3,20,1.2,23.7,100.00%,99.00%,6,12,3,1,1
6315 Fulham Imperal Wharf Express,Convenience London,GREATER LONDON,"£2,643",70,£34.71,£3.02,11.5,56,1.3,32.1,94.30%,99.50%,8,15,5,2,2
6316 Bournemouth Holden Rd Express,Convenience South,SOUTH CENTRAL,"£1,764",66,£23.66,£2.36,10,51,1.3,28.2,90.60%,99.50%,5,16,3,2,1
6317 Rushden Express,Convenience Central,MIDLANDS,"£5,572",171,£29.64,£2.64,11.2,119,1.4,35.6,88.90%,96.10%,6,21,3,2,4
6319 Borough Rd Express,Convenience London,GREATER LONDON,£481,18,£23.52,£2.30,10.2,15,1.2,28.7,94.40%,100.00%,7,16,3,2,1
6321 Epsom Station Express,Convenience London,SOUTH EAST,"£3,107",109,£25.48,£2.68,9.5,78,1.4,35,84.70%,98.90%,7,22,3,1,2
6325 Blackpool Westcliffe Dr Express,Convenience North,NORTH WEST,"£11,196",320,£31.91,£2.61,12.2,223,1.4,35.5,87.90%,99.30%,6,21,4,2,2
6332 Delamere St Chester Express,Convenience Central,MIDLANDS,"£8,325",258,£29.13,£2.53,11.5,203,1.3,39.1,85.90%,99.20%,8,21,4,2,5
6338 High St Banbury Express,Convenience Central,SOUTH CENTRAL,"£12,651",387,£29.60,£2.58,11.5,257,1.5,25.3,99.70%,100.00%,9,6,4,2,4
6339 Mount Rd Chingford Express,Convenience London,GREATER LONDON,"£3,019",100,£27.05,£2.86,9.5,71,1.4,23.3,97.00%,99.00%,6,11,3,1,3
6341 Marton Dr Blckpool Express,Convenience North,NORTH WEST,"£4,803",144,£30.43,£2.38,12.8,108,1.3,28.1,94.30%,99.60%,6,16,3,1,2
6342 Liverpool Rd Irlam Express,Convenience North,NORTH WEST,"£10,247",348,£26.37,£2.57,10.3,224,1.6,26.2,97.40%,98.80%,7,12,3,2,3
6346 St. Botolphs Express,Convenience London,GREATER LONDON,£181,7,£23.34,£1.92,12.1,5,1.4,16.5,100.00%,100.00%,2,6,2,5,1
6347 Wombwell Express,Convenience North,NORTH EAST,"£7,940",244,£29.52,£2.50,11.8,183,1.3,27.6,97.90%,99.70%,7,13,3,2,3
6353 Merchant Express,Convenience North,WEST SCOTLAND,"£13,576",369,£33.78,£2.67,12.6,291,1.3,37.3,93.20%,98.50%,11,15,4,3,3
6354 Wembley Tube Station Express,Convenience London,SOUTH EAST,"£1,636",60,£24.26,£2.71,9,44,1.4,21.7,100.00%,99.80%,5,10,4,1,2
6357 Eastwood Notts Rd Express,Convenience Central,MIDLANDS,"£6,849",220,£27.95,£2.52,11.1,154,1.4,24.6,100.00%,97.90%,8,8,4,2,3
6358 St Albans Hatfield Rd Express,Convenience Central,SOUTH EAST,"£2,288",66,£31.75,£2.49,12.7,53,1.2,24.7,98.50%,99.00%,5,11,4,3,2
6363 Bethnal Green Express,Convenience London,GREATER LONDON,"£3,901",120,£29.48,£2.53,11.7,99,1.2,24.4,99.20%,98.80%,7,10,4,2,2
6364 Ilford Ley St Express,Convenience London,SOUTH EAST,"£1,244",44,£25.12,£2.55,9.8,33,1.3,22.5,97.80%,97.10%,5,10,4,1,3
6365 High Rd Leytonstone Express,Convenience London,GREATER LONDON,"£5,311",167,£28.70,£2.53,11.3,132,1.3,26,96.40%,99.00%,6,13,3,1,2
6366 Paston Express,Convenience Central,EAST ANGLIA,"£8,187",273,£26.70,£2.41,11.1,170,1.6,22.1,99.60%,98.50%,7,8,3,2,2
6368 Crosby Coronation Rd Express,Convenience North,NORTH WEST,"£6,458",188,£31.27,£2.70,11.6,136,1.4,37.6,89.30%,96.20%,8,20,4,2,4
6369 Leicester Melton Rd Express,Convenience Central,MIDLANDS,"£1,292",52,£21.71,£2.42,9,39,1.3,23.1,100.00%,98.90%,9,8,3,1,2
6371 Woolwich Express,Convenience London,GREATER LONDON,"£11,942",398,£26.98,£2.63,10.3,278,1.4,31.2,90.80%,98.80%,9,14,4,1,3
6372 Eastern Seaside Rd Express,Convenience South,SOUTH EAST,"£4,039",121,£30.26,£2.44,12.4,91,1.3,30,92.60%,99.70%,4,19,3,3,2
6374 Bath Wellsway Express,Convenience South,SOUTH CENTRAL,£729,23,£28.53,£2.29,12.5,18,1.3,32.5,95.70%,94.40%,6,16,5,2,3
6375 Gloucester Painswick Rd Express,Convenience Central,SOUTH CENTRAL,"£2,882",93,£27.74,£3.00,9.3,53,1.8,29.4,92.50%,97.20%,4,14,3,2,6
6377 Plymouth Discovery Heights Express,Convenience South,SOUTH WEST,"£1,941",62,£28.43,£2.41,11.8,49,1.3,33.3,89.70%,99.40%,7,20,4,1,2
6380 Gatley Church Rd Express,Convenience North,NORTH WEST,"£6,478",224,£25.87,£2.54,10.2,152,1.5,31.6,92.80%,97.40%,7,16,4,1,3
6384 Tulketh Mill Preston Express,Convenience North,NORTH WEST,"£3,080",98,£28.44,£2.62,10.9,72,1.4,26.4,98.00%,98.10%,6,13,3,2,2
6385 Rawlinson St Barrow Express,Convenience North,NORTH WEST,"£11,778",356,£30.19,£2.70,11.2,246,1.4,42.6,82.80%,98.90%,8,25,4,2,4
6388 Birmingham Bristnall Express,Convenience Central,MIDLANDS,"£7,143",201,£32.47,£2.67,12.2,153,1.3,26.3,100.00%,99.20%,7,10,5,2,3
6390 Great Suffolk St Express,Convenience London,GREATER LONDON,£388,11,£31.99,£3.23,9.9,7,1.6,25.8,90.90%,95.80%,4,11,4,4,3
6392 Manchester Swinton Express,Convenience North,NORTH WEST,"£6,113",172,£32.50,£2.69,12.1,135,1.3,29.1,94.90%,98.60%,7,13,4,2,3
6394 Rochdale Edenfield Express,Convenience North,NORTH WEST,"£3,821",112,£30.98,£2.82,11,80,1.4,21.2,100.00%,99.20%,5,9,3,2,2
6403 Rickmansworth Express,Convenience London,SOUTH EAST,"£8,216",250,£29.73,£2.78,10.7,182,1.4,23.8,99.20%,98.10%,6,9,4,2,3
6404 Trowbridge Frome Rd Express,Convenience South,SOUTH CENTRAL,"£3,822",135,£25.35,£2.67,9.5,101,1.3,53.2,66.40%,96.90%,6,39,4,2,3
6405 Worthing Goring Rd Express,Convenience South,SOUTH EAST,"£4,889",143,£31.15,£2.78,11.2,98,1.5,28.9,93.80%,98.20%,4,17,4,2,2
6406 Hereford Game Express,Convenience Central,MIDLANDS,"£2,530",84,£27.14,£2.56,10.6,69,1.2,37.3,86.30%,99.60%,5,25,3,2,3
6407 Prince Edward Rd Express,Convenience North,NORTH EAST,"£6,886",193,£32.65,£2.87,11.4,130,1.5,32.4,91.30%,98.90%,8,16,4,1,3
6408 Goodmayes Rowallen Express,Convenience London,SOUTH EAST,"£5,584",208,£23.67,£2.53,9.4,134,1.6,25,96.70%,97.80%,6,13,3,1,2
6409 Hornsey Express,Convenience London,GREATER LONDON,"£2,370",76,£28.12,£2.77,10.1,60,1.3,26.4,94.90%,98.10%,5,16,4,1,1
6411 Rugby Bilton Express,Convenience Central,MIDLANDS,"£4,429",134,£30.03,£2.63,11.4,95,1.4,25.9,96.30%,99.20%,6,14,3,2,1
6412 Whetstone Express,Convenience London,GREATER LONDON,"£5,075",152,£30.28,£2.60,11.6,117,1.3,18.2,99.30%,98.40%,5,6,4,1,2
6416 Nottingham Canning Circus Express,Convenience Central,MIDLANDS,"£2,327",72,£29.21,£2.43,12,53,1.4,21.6,100.00%,98.30%,6,9,3,1,2
6423 Gracemount Express,Convenience North,EAST SCOTLAND,"£6,651",201,£30.00,£2.39,12.5,159,1.3,35.9,91.50%,99.60%,7,20,4,2,2
6425 Ayr Maybole Rd Express,Convenience North,WEST SCOTLAND,"£3,303",93,£32.52,£2.79,11.7,69,1.3,43,83.70%,97.90%,5,30,4,2,3
6426 Abingdon Fitzharris Express,Convenience Central,SOUTH CENTRAL,"£10,402",309,£30.46,£2.69,11.3,215,1.4,31.6,94.50%,98.20%,7,15,4,3,3
6427 Brixton Rd Express,Convenience London,GREATER LONDON,"£2,790",92,£27.29,£2.27,12,61,1.5,33.4,87.00%,97.70%,5,18,6,2,4
6429 Leeds King Ln Express,Convenience North,NORTH EAST,£890,24,£34.04,£2.58,13.2,20,1.2,20.5,100.00%,99.20%,5,8,4,2,1
6431 Walthamstow St James St Express,Convenience London,GREATER LONDON,"£1,384",42,£29.98,£2.62,11.4,29,1.4,23.1,100.00%,95.20%,4,13,3,1,2
6432 Wood Green Lordship Express,Convenience London,GREATER LONDON,"£2,862",93,£27.59,£3.08,9,57,1.6,23.5,98.90%,98.00%,5,13,3,1,2
6433 Castleford Fryston Rd Express,Convenience North,NORTH EAST,"£2,538",84,£27.06,£2.57,10.5,53,1.6,32.9,96.40%,99.60%,5,21,3,2,3
6434 Welling Bellegrove Express,Convenience London,SOUTH EAST,"£4,428",143,£27.93,£2.57,10.8,106,1.3,26.3,95.10%,99.20%,5,14,4,1,2
6435 Low Moor Bradford Express,Convenience North,NORTH EAST,"£11,100",364,£27.44,£2.44,11.2,287,1.3,25.5,99.20%,97.60%,7,8,3,2,5
6439 Nottingham Oxclose Ln Express,Convenience Central,MIDLANDS,"£12,383",385,£29.07,£2.66,10.9,253,1.5,23.9,99.20%,99.30%,8,10,3,1,2
6441 Walsall Rd Express,Convenience Central,MIDLANDS,"£1,457",45,£29.35,£2.73,10.7,32,1.4,24.2,100.00%,98.80%,5,10,4,2,2
6442 Whiston Windy Arbour Express,Convenience North,NORTH WEST,"£14,144",428,£29.99,£2.65,11.3,289,1.5,31.4,93.90%,99.10%,7,15,4,2,3
6443 Folkestone Dover Rd Express,Convenience South,SOUTH EAST,"£3,655",119,£27.57,£2.65,10.4,82,1.5,22.7,99.20%,98.40%,4,11,4,2,2
6444 Great Harwood Superstore,Large North,NORTH WEST,"£3,847",87,£41.27,£2.51,16.5,64,1.4,36.5,88.50%,97.30%,8,11,11,2,4
6445 Liverpool Prescot St Express,Convenience North,NORTH WEST,"£4,019",123,£29.79,£2.85,10.5,88,1.4,41.9,80.00%,95.60%,8,25,4,1,4
6447 Redditch Brockhill Express,Convenience Central,MIDLANDS,"£8,135",242,£30.47,£2.84,10.7,167,1.4,21.2,99.60%,98.90%,6,8,3,2,2
6453 Greystoke Ave Express,Convenience South,SOUTH CENTRAL,"£4,020",136,£26.39,£2.64,10,89,1.5,26.3,96.40%,98.40%,7,11,4,1,3
6458 Lincoln High St Express,Convenience Central,MIDLANDS,"£7,443",213,£31.78,£2.78,11.5,167,1.3,35.1,94.40%,98.90%,8,19,3,2,2
6461 Feltham Horse And Groom Express,Convenience London,SOUTH EAST,"£5,188",167,£28.01,£2.77,10.1,110,1.5,23.9,96.40%,99.10%,5,13,3,1,2
6469 Kearsley Manchester Rd Express,Convenience North,NORTH WEST,"£10,755",334,£29.14,£2.57,11.3,248,1.3,35.1,95.20%,97.30%,11,11,5,2,7
6470 Winsford Delamere Express,Convenience Central,MIDLANDS,"£5,769",200,£25.77,£2.64,9.7,146,1.4,37,86.90%,98.50%,6,21,3,3,4
6474 Sheffield Dykes Hall Express,Convenience North,NORTH EAST,"£5,651",159,£32.57,£2.76,11.8,119,1.3,31.1,94.50%,97.90%,9,14,4,1,3
6476 Leigh Extra,Large North,NORTH WEST,"£4,790",110,£40.46,£2.41,16.8,99,1.1,51.2,72.70%,96.10%,10,18,14,3,7
6479 Sheffield West Street Express,Convenience North,NORTH EAST,"£1,677",56,£26.88,£2.49,10.8,40,1.4,35,92.50%,98.50%,9,18,4,2,3
6482 Belfast Great Victoria St Express,NI Convenience,NORTHERN IRELAND,"£3,769",105,£32.84,£2.67,12.3,83,1.3,33.4,92.40%,96.60%,12,14,3,1,3
